category,fulltext
human resources,"ST/IC/2013/31 \n \n \n13-50725 \n2/2 \n \nAnnex \n \n \n Diplomatic note dated 24 September 2013 from the Permanent \nMission of the United States of America to the United Nations \naddressed to the Secretary-General \n \n \n \nThe United States Mission to the United Nations presents its compliments to \nthe United Nations Secretariat and has the honour to refer to the revised form I-566, \nInteragency Record of Request \xe2\x80\x94 A, G or NATO Dependent Employment \nAuthorization or Change/Adjustment to/from A, G or NATO Status. \n \nUnited States Citizenship and Immigration Services recently announced that the \ncurrent edition of form I-566, dated 9 March 2012, will not be accepted after \n11 October 2013. The newly revised form I-566 can be found on www.uscis.gov/forms. \n \n"
human resources,"ST/IC/2014/11 \n \n \n14-28748 \n2/2 \n \nAnnex \n \n \n Diplomatic note dated 12 February 2014 from the United States \nMission to the United Nations  \n \n \n \nThe United States Mission to the United Nations presents its compliments to \nthe United Nations and has the honour to announce a new procedure which will \nallow applicants to check the status of their visa application. \n \nEffective immediately, applicants can check the status of their cases online \nwith the Department of State\xe2\x80\x99s Consular Electronic Application Center (CEAC) visa \nstatus check at https://ceac.state.gov. To check the status of your case, click on \n\xe2\x80\x9cCheck my visa application status\xe2\x80\x9d and select \xe2\x80\x9cNew York, NY \xe2\x80\x93 USA\xe2\x80\x9d for location \nand enter your CEAC application identification/confirmation number (example: \nAA0020AKAX). Through the CEAC system you will be informed if your case has \nbeen approved, requires more information, or is still being processed. \n \n"
human resources,"ST/IC/2014/19 \n \n \n14-58232 \n8/8 \n \n \n \nUpdating written contracts  \n \n \nStaff members of the United Nations employing domestic workers are required \nto update contracts, in writing, to reflect any changes to previously agreed \ninformation between the employee and employer to ensure that the contract is fully \nconsistent with United States government requirements and all current United States \nfederal, state and local laws. \n \n \n \nNotification of termination  \n \n \nStaff members of the United Nations must notify the Visa Committee when a \ndomestic worker has ended his or her term of employment and whether he or she \nhas departed the United States. Submission of notifications of termination of \ndomestic workers who have left the employment of staff members of the United \nNations will relieve employers of their responsibility for such workers. \n \n \n"
human resources,"ST/IC/2014/25 \n \n \n14-62714 \n2/2 \n \nAnnex  \n \n \n Diplomatic note dated 9 October 2014 from the United States \nMission to the United Nations addressed to the Secretariat  \n \n \n \nThe United States Mission to the United Nations presents its compliments  \nto the United Nations Secretariat and has the honour to refer to its diplomatic note \nHC-59-(S)-14 dated July 3, 2014, which outlines the requirements regarding the \nemployment of foreign domestic workers. The United States Mission wishes to \ninform the United Nations Secretariat that the transfer of a domestic worker between \nUnited Nations staff members is not permissible. \n \nBased on the criteria set forth in the aforementioned diplomatic circular, prior \nto assuming his or her position in the United States, a domestic worker must: \n \n(1) \nBe pre-notified to the United States Mission to the United Nations prior \nto arrival and/or registration in the United States; \n \n(2) \nBe interviewed abroad by a consular officer;  \n \n(3) \nBe issued abroad an employer-specific G-5 visa, annotated to reflect the \nname and position of his or her prospective employer. \n \nThe United States Mission to the United Nations avails itself of this \nopportunity to renew to the United Nations Secretariat the assurance of its highest \nconsideration. \n \n"
human resources,"ST/IC/2014/29 \n \n \n14-67560 \n6/6 \n \n \n\xe2\x80\x93 If the applicant presents a Social Security card, only one more point of \nidentification is required. A list of documents that serve as points of \nidentification can be found at the New Jersey Motor Vehicle Commission \nwebsite (www.state.nj.us/mvc). A United Nations employee identification card \ncan serve as one point of identification.  \n \n\xe2\x80\x93 The Social Security Administration\xe2\x80\x99s letter of ineligibility does not serve as a \npoint of identification. These individuals will need two more points of \nidentification. Persons presenting an ineligibility letter (usually dependants) \nwill also be subject to secondary verification through the immigration database \nwhile they wait. Employment authorization documents are accepted as one \npoint of identification.  \n \n\xe2\x80\x93 The applicant must also provide proof of New Jersey residence, such as a \ntelephone bill, lease contract, etc. The item must be in the applicant\xe2\x80\x99s name.  \n \n \n \nFor driver\xe2\x80\x99s license renewal  \n \n \nFor persons whose I-94 is marked \xe2\x80\x9cD/S\xe2\x80\x9d, New Jersey issues a license valid for \none year plus 90 days. To renew a New Jersey driver\xe2\x80\x99s license, the applicant must \nagain present the passport, visa and I-94 and the New Jersey driver\xe2\x80\x99s license to be \nrenewed, in addition to one additional point of identification, such as a Social \nSecurity or ATM card or bank statement. The license will be renewed for another \nperiod of one year plus 90 days.  \n \n"
human resources,"ST/IC/2015/16 \n \n \n15-14313 \n2/2 \n \nAnnex \n \n \n Diplomatic note dated 16 July 2015 from the United States Mission \nto the United Nations  \n \n \n \nThe United States Mission to the United Nations presents its compliments to \nthe United Nations and has the honour to refer to a change in practice regarding the \ncancellation of valid United States visas in the \xe2\x80\x9cG\xe2\x80\x9d category upon completion of \nassignment in the United States. \n \nPreviously, the United States Mission had requested that passports of staff \nand/or dependants should be provided upon completion of assignment for visa \ncancellation. At this time, passports containing valid United States \xe2\x80\x9cG\xe2\x80\x9d visas issued \nto staff and their dependants, including domestic workers, should not be submitted \nfor visa cancellation to the Mission. Although most \xe2\x80\x9cG\xe2\x80\x9d visas are issued with \nextended periods of validity, employees, dependants and domestic workers who \nhold such visas are not eligible to remain in the United States on those visas upon \ncompletion of their assignment with the United Nations and must depart from the \nUnited States or seek a change and/or adjustment of status within 30 days of their \nseparation date. \n \nThe United States Mission recalls that separated employees, their dependants \nand domestic workers are expected to abide by the terms and conditions of their \nadmission and to comply with the departure procedures. Unauthorized use of a valid \nUnited States visa issued for an assignment with the United Nations is a violation of \nUnited States law. \xe2\x80\x9cG\xe2\x80\x9d visas should not be used to enter the United States for \npurposes unrelated to activities associated with a designated international \norganization. In such cases, violators may be subject to removal. \n \n"
human resources," \nST/IC/2016/11 \n \n3/3 \n16-06738 \n \ntaxes filed for the authorized employment period. Applicants are reminded that \nG visa holders are considered non-resident aliens for federal tax purposes, and \ntherefore must file federal tax forms 1040-NR or 1040NR-EZ. If the applicant did \nnot work during the authorized employment period, the applicant must include a \nletter detailing the circumstances for non-employment and a statement confirming \nthat no income was earned and therefore no taxes were owed during the authorized \nemployment period. \n \nIf an application is missing an item that has been described, it cannot be \nprocessed and will be returned to the United Nations Visa Committee, which will \nresult in a delayed processing time. Once a completed application is received, it will \nbe processed and submitted to USCIS in Nebraska. Please note that applications for \nemployment authorization typically take between six and eight weeks to process. \nProcessing times may exceed this duration if USCIS has issued a \xe2\x80\x9cRequest for \nEvidence\xe2\x80\x9d, which is a document indicating that an application for employment \nauthorization requires further attention. Applicants submitting an application for \nrenewal of an EAD are now eligible to begin the application process 90 days prior \nto the expiration of the current EAD. \n \nThe United States Mission is unable to provide information on the status of an \napplication until four weeks after a completed application has been submitted. \nInformation on the status of the application is not available from USCIS prior to this \ntime frame. Such inquiries should be directed to USUNYEAD@state.gov and must \ncontain the applicant\xe2\x80\x99s name and personal identification number (PID), the \nprincipal\xe2\x80\x99s employer and the date of submission. \n \n"
human resources," \nST/IC/2016/8 \n \n3/3 \n16-02451 \n \n \n\xe2\x80\xa2 Motor Vehicle Title \n \n\xe2\x80\xa2 Tax Exemption Card \n \nFor any Licence Plates, Driver\xe2\x80\x99s Licences, Non-Driver Identification Cards or \nTax Exemption Cards that were reported to law enforcement as stolen, the Office \nwill waive the replacement service fee when a copy of the related police report \naccompanies the replacement application(s). The initial issuance of all the items \nabove will continue to be issued free of charge. \n \n \n \nCorrections to documents issued by the Office of Foreign Missions \n \n \nIf a United Nations Secretariat staff member provides an incorrect address \nwhich causes the Office-issued document to be undeliverable, the Office must be \nnotified of the correct address to ensure that the documents will be successfully \ndelivered to their intended recipient. \n \nIf a United Nations Secretariat staff member requests the replacement of the \nfollowing Office-issued documents due to an incorrect address provided by the \nUnited Nations staff member, the Office will reissue the document only upon \npayment of a service fee of $25 for each document reissued: \n \n\xe2\x80\xa2 Motor Vehicle Registration Card \n \n\xe2\x80\xa2 Driver\xe2\x80\x99s Licence \n \n\xe2\x80\xa2 Non-Driver Identification Card \n \n\xe2\x80\xa2 Motor Vehicle Title \n \n\xe2\x80\xa2 Tax Exemption Card \n \n \n \nChange to motor vehicle titles \n \n \nOnce a Department of State motor vehicle title has been issued, the Office will \ncharge a $25 reprocessing fee to change information listed on the title, such as a \nnew buyer or a correction to the buyer\xe2\x80\x99s name or address. \n \n \n \nFailure to timely transfer or export vehicles at the end of an assignment \n \n \nAll United Nations Secretariat staff members who are required to register and title \ntheir motor vehicles with the Office are required to return their Department-issued \nlicence plates to the Office within 30 days of the termination of their assignment. \n \nA $100 non-compliance fee will be assessed on all applications submitted to \nthe Office concerning either the sale/transfer of a motor vehicle or the issuance of \nan export title received more than 30 days after the termination of assignment. \n \nThe United Nations Secretariat is requested to communicate this important \ninformation to all personnel and their family members. The United Nations Secretariat \nmay direct any questions in this regard to the Office of Foreign Missions by telephone \nat (646) 282-2825; by electronic mail at ofmnycustomerservice@state.gov. Information \nconcerning the Office\xe2\x80\x99s Regional Office is available from www.state.gov/ofm/ro/ \nindex.htm. \n \nThe United States Mission to the United Nations avails itself of this \nopportunity to renew to the United Nations Secretariat the assurance of its highest \nconsideration. \n"
human resources,"ST/IC/2017/32 \n \n \n17-18001 \n2/2 \n \nAnnex \n \nDiplomatic note dated 12 September 2017 from the United States \nMission to the United Nations addressed to the Secretariat \n \n \n \nThe United States Mission to the United Nations presents its compliments to \nthe United Nations Secretariat and has the honour to restate certain requirements \nrelating to G-5 visas for domestic workers employed by United Nations Secretariat \npersonnel.  \n \nAll domestic workers employed by staff members accredited to the United \nNations Secretariat for 90 days or more must apply for a valid G-5 visa once the \nUnited States Mission accepts the pre-notification request. Domestic workers who \nhave an employee relationship that predates the accreditation of their employer at \nthe United Nations Secretariat must also seek a G-5 visa.  \n \nThe United States Mission wishes to remind the United Nations Secretariat \nthat G-5 visa holders must maintain lawful status in the United States, as determined \nby the date on their United States Customs and Border Protection Form I-94 arrival/ \ndeparture record. Please contact the United States Mission to the United Nations, \nOffice of Host Country Affairs (usunvisas@state.gov), with any questions on \nremaining in appropriate status and on visa renewal options overseas.  \n \n"
human resources," \nUnited Nations \n \nST/IC/2017/35 \n \n \nSecretariat \n \n \n1 December 2017 \n \n \n17-21436 (E)    041217     \n*1721436* \n \n \n \n Information circular* \n \n \nTo: Members of the staff \n \n \nFrom: The Under-Secretary-General for Management \n \n \nSubject: \nRelocation grant (lump-sum option for unaccompanied shipments \nor relocation shipments): rates \n \n \n1. \nPursuant to part V of administrative instruction ST/AI/2016/4, the purpose of \nthe present circular is to inform staff of the schedule of rates for relocation grant in \nlieu of unaccompanied shipment or relocation shipment, effective 1 December 2017. \n2. \nThere are two global rates, single and family, for all eligible staff members, \nexcept Associate Experts and Junior Professional Officers (see para. 3 below), \nserving on appointments or assignments, other than temporary appointments, of one \nyear or more or separating from service following appointments or assignments of \none year or more. The rates are: \n \n(a) \nSingle rate: $13,000; \n \n(b) \nFamily rate: $18,000. \n3. \nThere are two global rates, single and family, for Associate Experts and Junior \nProfessional Officers serving on appointments or assignments of one year or more or \nseparating from service following appointments or assignments of one year or more, \nwhich are 60 per cent of the amounts provided in paragraph 2 above. The rates are: \n \n(a) \nSingle rate: $7,800; \n \n(b) \nFamily rate: $10,800. \n4. \nThe rate for appointments or assignments of less than one year and an \nunaccompanied shipment entitlement of 100 kilograms (or 0.62 cubic metres) is \n$1,500. If an appointment or assignment, other than a temporary appointment, of \nless than one year is subsequently extended so that the total period is one year or \nmore, the staff member may be entitled to the amounts specified in paragraph 2 or 3 \nabove, as appropriate, less the amount already paid under this paragraph in \naccordance with section 17.4 of ST/AI/2016/4. \n5. \nThese rates may be adjusted following inter-agency consultation. \n6. \nThe present circular supersedes information circular ST/IC/2006/60 of \n28 December 2006. \n \n \n \n \n* The present circular will remain in effect until further notice. \n \n"
human resources,"ST/IC/2017/6 \n \n \n17-01222 \n2/2 \n \nAnnex  \n \n \n Diplomatic note dated 9 December 2016 from the United States \nMission to the United Nations  \n \n \n \nThe United States Mission to the United Nations presents its compliments to \nthe United Nations and has the honour to inform the latter of the revised definition \nof \xe2\x80\x9cimmediate family\xe2\x80\x9d for the purposes of A, G and certain NATO visas.  \n \nThe requirements for unmarried adult sons and daughters age 21 or older were \nrevised under the regulations at 22 CFR 41.21(a)(3). As amended, \xe2\x80\x9cimmediate \nfamily\xe2\x80\x9d no longer includes unmarried sons and daughters of all ages. Immediate \nfamily includes only those unmarried sons and daughters, whether by blood or \nadoption, who reside regularly in the household of the principal alien and who are \nnot members of some other household, provided that such unmarried sons and \ndaughters are: (a) under the age of 21; or (b) under the age of 23 and in full-time \nattendance as students at post-secondary educational institutions. Sons and \ndaughters who do not meet these requirements may still qualify as immediate family \nunder the third category for other individuals but must be recognized as dependants \nof the principal alien by the sending Government or international organization, as \ndemonstrated by eligibility for rights and benefits, such as the issuance of a \ndiplomatic or official passport, or travel or other allowance. An adult son or \ndaughter who is no longer recognized as an immediate family member may be \neligible to apply for another visa classification or seek a change of status to another \nnon-immigrant status. \n \nThese changes are consistent with Department of Homeland Security \nregulations under 8 CFR 214.2(a)(2) and (g)(2). \n \nConsequently, within 60 days of the date of this circular note, the United \nNations Secretariat must inform the United States Mission and apply for change of \nstatus for any immediate family members currently in the United States in A, G or \nNATO status who no longer meet the definition of \xe2\x80\x9cimmediate family\xe2\x80\x9d. \n \n"
human resources,"ST/IC/2019/21 \n \n \n19-17195 \n2/2 \n \nAnnex  \n \n \n Diplomatic note dated 6 December 2018 from the United States \nMission to the United Nations addressed to the Secretariat  \n \n \n \nThe United States Mission to the United Nations presents its compliments to the \nUnited Nations Secretariat and has the honour to refer to its circular diplomatic note \nHC-05-(S)-18, dated 31 January 2018 (available at https://usun.state.gov/6659), \nregarding the employment of domestic workers who are in the United States in \nnon-immigrant G-5 status. The United Nations Secretariat will note that, for all hours \nworked, such domestic workers must be paid the greater of the minimum wage under \nUnited States federal or state law or the prevailing wage in the specific location (city \nand state) of the residence where the domestic worker is employed.  \n \nThe United States Mission wishes to inform the United Nations Secretariat that, \naccording to article 19 of the New York State Labor Law, all employees in New York \nState, including domestic workers, must be paid at least the applicable hourly wage \nrate. The City of New York has updated its minimum wage requirement to $13.50 per \nhour for the period beginning 31 December 2018 and ending 30 December 2019. The \ncurrent minimum wage rate for employers with less than 10 employees in the \nNew York City area may be found online at the New York State Department of Labor \nwebsite (www.labor.ny.gov/workerprotection/laborstandards/workprot/minwage.shtm).  \n \nTherefore, domestic workers employed in residences in the New York City \nmetropolitan area must be paid in accordance with the local minimum wage rate noted \nabove. In addition, all new contracts between domestic workers and their employers \nmust reflect the updated wage amounts and all existing contracts already in effect \nmust be amended to reflect the updated wage amounts, with the changes initialled by \nboth the domestic worker and the employer. \n \n"
human resources,"ST/IC/2018/25 \n \n \n18-15302 \n6/6 \n \nAnnex III \n \n \n Diplomatic note dated 13 November 2002 from the United States \nMission to the United Nations addressed to the permanent \nmissions to the United Nations \n \n \n \nThe United States Mission to the United Nations presents its compliments to the \nPermanent Missions to the United Nations and has the honor to advise them of the \ndefinition which applies to the term \xe2\x80\x9cfamily\xe2\x80\x9d as that term is used for the purpose of \nextension of diplomatic privileges and immunities by the host country. This circular \nnote replaces the United States Mission\xe2\x80\x99s note of March 16, 1987 on the same subject. \n \nFor the purposes of the application in the United States of paragraph 37 of the \nVienna Convention on Diplomatic Relations, operative for Permanent Missions to the \nUnited Nations through Section 15 of the Headquarters Agreement between the \nUnited States and the United Nations, \xe2\x80\x9cfamily\xe2\x80\xa6forming part of\xe2\x80\xa6household\xe2\x80\x9d means \nthe spouse of the member of the Mission and his or her unmarried children under 21 \nyears of age, who are not members of some other household, and who reside \nexclusively in the Mission member\xe2\x80\x99s household. Additionally, the term \xe2\x80\x9cfamily\xe2\x80\x9d \nincludes the Mission member\xe2\x80\x99s children under 23 years of age, provided that such \nchildren are attending an institution of higher learning on a full-time basis. \n \nOther persons who are not members of some other household, who reside \nexclusively in the Mission member\xe2\x80\x99s household, and who are recognized by the \nsending state as members of the family forming part of that household, may be \nconsidered \xe2\x80\x9cfamily\xe2\x80\x9d for the purposes of the Vienna Convention under very \nexceptional circumstances and with the expressed approval of the United States \nGovernment. In such cases, a formal request for consideration by the United States \nDepartment of State must be submitted to the United States Mission. The request must \ninclude full justification for the requested exception. \n \nThe attention of the Permanent Missions is also drawn to the applicable \nprovisions of international law in respect of termination status of family members. \nWhenever any person who has been accorded \xe2\x80\x9cfamily\xe2\x80\x9d status for the purposes of \ndiplomatic privileges and immunities in the United States ceases to reside with the \nprincipal Mission member, marries, or otherwise ceases to be part of the Mission \nmember\xe2\x80\x99s household, such person immediately ceases to be a member of the \xe2\x80\x9cfamily\xe2\x80\x9d \nwithin the meaning of international law and the Vienna Convention on Diplomatic \nRelations. Accordingly, all privileges and immunities to which such person had been \nentitled in the United States would terminate. \n \nIt is emphasized that the standard set forth in this note is solely to define \nmembers of the family pursuant to the terms of the Vienna Convention on Diplomatic \nRelations with regard to the extension of diplomatic privileges and immunities. It is \nwithout prejudice to other definitions of family for other purposes such as the \ncontinued eligibility for \xe2\x80\x9cG\xe2\x80\x9d visa status, which have an independent basis in \ninternational agreements or United States domestic law. \n \nThe United States Mission to the United Nations avails itself of this opportunity \nto renew to the Permanent Missions to the United Nations the assurances of its highest \nconsideration. \n \n"
human resources," \nST/IC/2020/9 \n \n5/5 \n20-03037 \n \nDuty station \nFrequency \nRest and \nrecuperation \ndestination \n \n \n \nUganda \n \n \nMoroto \n8 weeks \nKampala \nUkraine \n \n \nDonetsk, Kramatorsk, Luhansk, Mariupol \n8 weeks \nKyiv \nVenezuela (Bolivarian Republic of) \n \n \nCiudad Guayana, San Cristobal \n12 weeks \nBogot\xc3\xa1 \nWest Bank \n \n \nRamallah \n8 weeks \nAmman \nWestern Sahara \n \n \nLaayoune \n12 weeks \nLas Palmas \nYemen \n \n \nAden, Hudaydah, Ibb, Sana\xe2\x80\x99a, Sa\xe2\x80\x98dah \n4 weeks \nAmman \n \n \na Effective 1 March 2020, a six-week rest and recuperation cycle is exceptionally approved for Gaza. \n \n \n"
human resources," \nST/IC/2019/6 \n \n3/3 \n19-02508 \n \n \n \nRate group V: 39 cents per mile or 24.2 cents per kilometre \n \nAustralia \nDominican Republic \nNew Zealand \nBarbados \nEthiopia \nPapua New Guinea \nBrazil \nFiji \nParaguay \nBurundi \nGambia \nRepublic of Moldova \nCambodia \nIndia \nSierra Leone \nCayman Islands \nJapan \nSuriname \nColombia \nMauritania \nTajikistan \nComoros \nMauritius \nTogo \nCongo \nNew Caledonia \nTonga \nDemocratic Republic  \n \n \n   of the Congo \n \n \n \n \n \nRate group VI: 45 cents per mile or 28 cents per kilometre \n \nAlbania \nGermany \nNorway \nAustria \nGreece \nPeru \nBelgium \nHong Kong, China \nPoland \nBosnia and Herzegovina \nHungary \nPortugal \nBulgaria \nIceland \nRepublic of Korea \nBurkina Faso \nIreland \nRomania \nCabo Verde \nIsrael \nRwanda \nCameroon \nItaly \nSenegal \nCentral African Republic \nKenya \nSerbia \nChad \nLatvia \nSlovakia \nChile \nLithuania \nSlovenia \nC\xc3\xb4te d\xe2\x80\x99Ivoire \nLuxembourg \nSpain \nCroatia \nMacao, China \nSweden \nCuba \nMadagascar \nSwitzerland \nCyprus \nMalawi \nTurkey \nCzechia  \nMali \nUganda \nDenmark \nMontenegro \nUnited Kingdom of  \nEritrea \nMorocco \n   Great Britain and \nEstonia \nMozambique \n   Northern Ireland \nFinland \nNetherlands \nUruguay \nFrance \nNiger \nZambia \n \n"
human resources,
human resources,2\nST/SGB/2000/11\n3.5\nEndorsed requests shall be transmitted by the\nSecretary of the Visa Committee to the United States\nMission to the United Nations.\nSection 4\nFinal provisions\nThe present bulletin shall enter into force on\n1 June 2000.\n(Signed)\nKofi A. Annan\nSecretary-General\n
human resources," \n8 \n \n \nST/AI/2000/19 \n \nexemption when making a contribution to the United States Social Security \nProgramme in the name of the household employee.  \n \n \n \nSection 11 \n \n \nFinal provisions  \n \n11.1 The present instruction shall enter into force on 1 January 2001.  \n11.2 Administrative instruction ST/AI/294 of 16 August 1982, entitled \xe2\x80\x9cVisa status \nof non-United States staff members serving in the United States\xe2\x80\x9d, is hereby \nabolished.  \n \n \n(Signed) Joseph E. Connor \nUnder-Secretary-General for Management \n \n"
human resources,"ST/SGB/2018/1 \n \n \n120/120 \n18-00275 \n \n \n \nArticle 5.2  \n \n \nReview and appeal of administrative decisions  \n \n \nClaimants wishing to contest a decision taken on a claim under the present rules, \nto the extent that the decision was based on considerations other than a medical \ndetermination, shall submit to the Secretary-General a written request for \nmanagement evaluation in accordance with staff rule 11.2.  \n \n \n \nArticle 5.3  \n \n \nReopening of claims  \n \n \nUpon a written request by a claimant, or at the initiative of the Secretary-\nGeneral, a claim made under the present rules may be reopened when one or more of \nthe following criteria are met:  \n \n(a) \nThe discovery of new material evidence, if such new material evidence \nmay materially affect:  \n \n(i)  \nA determination as to whether a death, injury or illness was service-\nincurred; or  \n \n(ii)  A relevant medical determination;  \n \n(b) \nA worsening or improvement in the condition of the staff member, where \nsuch worsening or improvement is directly related to the service-incurred injury or \nillness, and which may entitle the staff member to additional compensation, or \nwarrant the reduction or elimination of compensation;  \n \n(c) \nA material mistake was made by the United Nations in the processing of a \nclaim that had an impact on its disposition.  \n \nWhen a claim is reopened subject to the provisions above, any such claim shall \nbe considered in accordance with the present rules. The Secretary-General and the \nclaimant shall be bound by determinations previously made, unless new material \nevidence or material mistake undermines or otherwise calls into question in \nsubstantial part those determinations.  \n \n \n \n Section VI  \n \n Transitional measures  \n \n \n \n \nArticle 6.1  \n \n \nTransitional measures  \n \n \n(a) \nFor claims filed for incidents occurring after the entry into force of the \npresent revised rules, such revised rules will be applied.  \n \n(b) \nFor claims filed for incidents that occurred prior to the entry into force of \nthe present revised rules, the previously applicable rules will be applied, except that \nannual compensation for widows or widowers under the former article 10.2 will \ncontinue to be payable provided that the widow or widower has not remarried prior \nto the entry into force of the present revised rules. \n \n18-00275 (E) 170118 \n*1800275* \n"
human resources,"3\nST/AI/2000/15\nSection 5\nTravel of spouse in lieu of family visit travel\n5.1\nAt the request of a staff member entitled to family visit travel under the\nprovisions of the present instruction, travel of the staff member\xe2\x80\x99s spouse to visit the\nstaff member may be authorized as an alternative family visit travel by the staff\nmember, subject to any security restrictions as determined by the United Nations\nSecurity Coordinator.\n5.2\nReimbursement of the cost of travel of the spouse shall be subject to the limit\nset out in section 3.2 and to the requirement that the spouse spend no less than two\nweeks at the duty station.\nSection 6\nFinal provisions\n6.1\nThe present instruction shall enter into force on 1 December 2000.\n6.2\nAdministrative instruction ST/AI/215/Rev.1 of 8 October 1981 is hereby\nabolished.\n(Signed) Joseph E. Connor\nUnder-Secretary-General for Management\n"
human resources," \nUnited Nations \n \nST/AI/2000/15/Amend.1\n \n \n \nSecretariat \n \n \n31 October 2007 \n  \n \n07-57627 (E)    061107     \n*0757627* \n \n Administrative instruction amending administrative \ninstruction ST/AI/2000/15 \n \n \n \n Family visit travel \n \n \n \nPursuant to section 4.2 of Secretary-General\xe2\x80\x99s bulletin ST/SGB/1997/1, the \nUnder-Secretary-General for Management amends administrative instruction \nST/AI/2000/15 on family visit travel as follows: \n \nSections 4.1 and 5.2 are replaced with the following:  \n \n\xe2\x80\x9c4.1 Staff members travelling on a family visit shall spend no less than seven \ndays, exclusive of travel time, at the place of family visit travel authorized \nunder section 3 above, and may be requested to furnish evidence satisfactory \nto the Secretary-General that this requirement has been met on return from \nfamily visit travel.\xe2\x80\x9d \n \n\xe2\x80\x9c5.2 Reimbursement of the cost of travel of the spouse shall be subject to the \nlimit set out in section 3.2 above and to the requirement that the spouse spend \nno less than seven days at the duty station.\xe2\x80\x9d \n \nThe present instruction shall enter into force on 1 November 2007. \n \n \n(Signed) Alicia B\xc3\xa1rcena \nUnder-Secretary-General for Management \n \n"
human resources,"ST/AI/2015/2/Rev.1 \n \n \n16-11041 \n12/12 \n \n \n \nSection 11 \n \n \nTransitional measures for establishing the points system in duty stations with a \n24-month home leave cycle \n \n11.1 The former system of \xe2\x80\x9codd\xe2\x80\x9d and \xe2\x80\x9ceven\xe2\x80\x9d years for duty stations with a \n24-month home leave cycle is hereby replaced by a home leave service credit points \nsystem which shall be applicable to staff members at all duty stations in accordance \nwith section 3 above. As a result, the concept of \xe2\x80\x9cdeferred home leave\xe2\x80\x9d is replaced \nby the 48-point maximum accrual of home leave service credit points as set out in \nsection 3.12 above. \n11.2 The determination of a staff member\xe2\x80\x99s initial points balance shall be based on \na simulation of the points accrued since the last home leave exercised by the staff \nmember, provided that such home leave was neither delayed nor advanced. Should \nthe last home leave exercised by the staff member have been delayed or advanced, \nthe simulation of points shall be based on the last home leave exercised as regular \nhome leave, adjusting the points for the delayed or advanced home leave(s) \nsubsequently taken. \n \n \n \nSection 12 \n \n \nFinal provisions \n \n12.1 The present instruction shall enter into force on 1 July 2016. \n12.2 Administrative instruction ST/AI/2015/2, entitled \xe2\x80\x9cHome leave\xe2\x80\x9d, is hereby \nsuperseded. \n \n \n(Signed) Yukio Takasu \nUnder-Secretary-General for Management \n \n"
human resources," \nST/AI/2018/1/Rev.1 \n \n9/9 \n18-14820 \n \n \n(b) \nTheir understanding of the obligation to retain the documentation for the \nperiod specified under section 10.2 and to submit it upon request for monitoring and \ncompliance purposes; \n \n(c) \nTheir understanding of the obligation to inform the Organization of any \nchanges in the information or estimates provided in support of the request; \n \n(d) \nTheir understanding that the Organization may conduct a compliance \nreview of the request or claim;  \n \n(e) \nTheir understanding of the consequences of submitting incomplete, \nunsubstantiated or false information as discussed in section 10.4 below. \n10.4 A staff member may be required to provide supporting documentation in its \noriginal form or scanned copies that are certified as having been seen by a United \nNations official. Providing incorrect information or failing to provide the requested \ninformation within the applicable time frame or to report changes or alterations to the \ndocumentation provided by the educational institution may result in one or more of \nthe following: \n \n(a) \nRejection of the claim; \n \n(b) \nRecovery of prior payments for education grant and related benefits; \n \n(c) \nAny other administrative and/or disciplinary measures in accordance with \nstaff rule 10.2, including dismissal for misconduct. \n \n \n \n Section 11 \n \n Final provisions \n \n \n11.1 The present instruction shall govern the administration of the education grant \nand related benefits as of the academic year in progress on 1 January 2018.  \n11.2 Administrative instruction ST/AI/2018/1 of 1 January 2018 is hereby \nsuperseded. \n \n \n(Signed) Jan Beagle \nUnder-Secretary-General for Management \n \n"
